age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
39;*;married;tertiary;*;-218;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;single;secondary;*;647;*;*;cellular;*;*;*;*;273;1;*;no
30;*;single;tertiary;*;445;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;226;*;*;unknown;*;*;*;*;-1;0;*;no
58;*;married;secondary;*;4348;*;*;cellular;*;*;*;*;141;1;*;yes
36;*;married;tertiary;*;29;*;*;cellular;*;*;*;*;-1;0;*;yes
63;*;married;tertiary;*;1528;*;*;cellular;*;*;*;*;95;3;*;no
41;*;married;secondary;*;634;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;married;secondary;*;52;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;married;secondary;*;2626;*;*;cellular;*;*;*;*;188;3;*;no
61;*;married;secondary;*;523;*;*;cellular;*;*;*;*;183;4;*;yes
34;*;single;secondary;*;53;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;married;tertiary;*;140;*;*;cellular;*;*;*;*;212;4;*;no
32;*;single;secondary;*;67;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;unknown;*;1481;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;divorced;tertiary;*;5978;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;married;secondary;*;205;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;single;secondary;*;4464;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;married;tertiary;*;3864;*;*;cellular;*;*;*;*;-1;0;*;yes
25;*;single;tertiary;*;1395;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;single;secondary;*;652;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;married;tertiary;*;1204;*;*;cellular;*;*;*;*;760;1;*;no
44;*;single;tertiary;*;678;*;*;cellular;*;*;*;*;124;2;*;no
35;*;single;secondary;*;866;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;single;tertiary;*;7506;*;*;unknown;*;*;*;*;-1;0;*;yes
34;*;single;tertiary;*;0;*;*;unknown;*;*;*;*;422;1;*;no
57;*;married;tertiary;*;31;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;secondary;*;520;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;single;secondary;*;11423;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;divorced;primary;*;142;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;married;secondary;*;2541;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;married;primary;*;1040;*;*;telephone;*;*;*;*;-1;0;*;no
43;*;married;secondary;*;556;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;married;secondary;*;53;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;divorced;secondary;*;557;*;*;cellular;*;*;*;*;91;1;*;no
32;*;single;secondary;*;-1;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;60;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;married;primary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;married;primary;*;3764;*;*;telephone;*;*;*;*;99;4;*;yes
43;*;single;secondary;*;733;*;*;cellular;*;*;*;*;187;3;*;yes
51;*;divorced;secondary;*;520;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;secondary;*;-141;*;*;unknown;*;*;*;*;-1;0;*;no
46;*;single;tertiary;*;46;*;*;cellular;*;*;*;*;152;1;*;no
43;*;married;primary;*;1342;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;divorced;secondary;*;107;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;1819;*;*;cellular;*;*;*;*;340;2;*;no
34;*;single;tertiary;*;184;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;married;primary;*;278;*;*;telephone;*;*;*;*;-1;0;*;no
37;*;divorced;secondary;*;625;*;*;cellular;*;*;*;*;359;2;*;no
42;*;married;unknown;*;756;*;*;cellular;*;*;*;*;160;3;*;no
31;*;single;tertiary;*;13711;*;*;cellular;*;*;*;*;-1;0;*;yes
29;*;single;tertiary;*;219;*;*;cellular;*;*;*;*;356;1;*;no
37;*;married;tertiary;*;412;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;1598;*;*;cellular;*;*;*;*;-1;0;*;yes
31;*;married;secondary;*;-170;*;*;cellular;*;*;*;*;326;1;*;no
60;*;married;unknown;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;secondary;*;10;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;married;secondary;*;5143;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;596;*;*;telephone;*;*;*;*;-1;0;*;no
49;*;divorced;tertiary;*;917;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;134;*;*;cellular;*;*;*;*;-1;0;*;no
56;*;married;tertiary;*;3616;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;married;secondary;*;2344;*;*;unknown;*;*;*;*;-1;0;*;no
60;*;married;primary;*;130;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;primary;*;1203;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;married;primary;*;90;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;married;tertiary;*;197;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;tertiary;*;342;*;*;cellular;*;*;*;*;-1;0;*;no
43;*;married;primary;*;526;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;married;primary;*;421;*;*;cellular;*;*;*;*;-1;0;*;no
21;*;single;unknown;*;330;*;*;cellular;*;*;*;*;364;2;*;no
36;*;married;secondary;*;0;*;*;cellular;*;*;*;*;252;1;*;no
43;*;married;tertiary;*;2764;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;single;tertiary;*;13;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;474;*;*;cellular;*;*;*;*;322;1;*;no
33;*;married;secondary;*;328;*;*;cellular;*;*;*;*;264;9;*;no
58;*;married;primary;*;91;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
56;*;married;tertiary;*;1390;*;*;cellular;*;*;*;*;-1;0;*;yes
48;*;married;secondary;*;568;*;*;unknown;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;2124;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;tertiary;*;2037;*;*;cellular;*;*;*;*;-1;0;*;yes
44;*;divorced;tertiary;*;1379;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;divorced;secondary;*;49;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;2523;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
51;*;married;primary;*;307;*;*;unknown;*;*;*;*;-1;0;*;no
26;*;married;secondary;*;145;*;*;cellular;*;*;*;*;-1;0;*;no
71;*;married;tertiary;*;3895;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;single;tertiary;*;486;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;single;secondary;*;2424;*;*;cellular;*;*;*;*;279;1;*;yes
36;*;married;secondary;*;84;*;*;cellular;*;*;*;*;-1;0;*;no
38;*;married;tertiary;*;66;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;married;secondary;*;125;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;5517;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;382;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;divorced;tertiary;*;3575;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;primary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
34;*;married;tertiary;*;158;*;*;cellular;*;*;*;*;132;4;*;yes
38;*;married;tertiary;*;5506;*;*;cellular;*;*;*;*;-1;0;*;no
43;*;divorced;secondary;*;4478;*;*;unknown;*;*;*;*;-1;0;*;no
29;*;single;tertiary;*;433;*;*;unknown;*;*;*;*;-1;0;*;no
38;*;single;secondary;*;275;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;single;secondary;*;284;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;single;secondary;*;-231;*;*;cellular;*;*;*;*;-1;0;*;no
50;*;married;tertiary;*;199;*;*;cellular;*;*;*;*;253;1;*;no
39;*;married;secondary;*;1388;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;tertiary;*;-139;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;423;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;married;secondary;*;570;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;married;tertiary;*;2351;*;*;cellular;*;*;*;*;84;1;*;yes
71;*;married;primary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;married;tertiary;*;1215;*;*;cellular;*;*;*;*;-1;0;*;no
74;*;married;primary;*;10253;*;*;telephone;*;*;*;*;-1;0;*;no
43;*;married;tertiary;*;422;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;single;tertiary;*;791;*;*;cellular;*;*;*;*;80;1;*;no
50;*;married;primary;*;4121;*;*;cellular;*;*;*;*;151;1;*;no
48;*;married;tertiary;*;1519;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;125;6;*;yes
32;*;single;secondary;*;1940;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;single;tertiary;*;971;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;unknown;*;1057;*;*;unknown;*;*;*;*;-1;0;*;no
30;*;married;secondary;*;122;*;*;unknown;*;*;*;*;-1;0;*;no
51;*;married;secondary;*;531;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;533;*;*;cellular;*;*;*;*;272;1;*;no
49;*;single;tertiary;*;580;*;*;unknown;*;*;*;*;-1;0;*;no
23;*;single;secondary;*;749;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;208;*;*;cellular;*;*;*;*;-1;0;*;yes
33;*;single;secondary;*;187;*;*;cellular;*;*;*;*;326;1;*;no
55;*;divorced;secondary;*;689;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;2226;*;*;cellular;*;*;*;*;-1;0;*;no
56;*;married;unknown;*;88;*;*;unknown;*;*;*;*;-1;0;*;no
49;*;married;primary;*;3915;*;*;telephone;*;*;*;*;-1;0;*;no
36;*;single;tertiary;*;4634;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;divorced;secondary;*;45141;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;tertiary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;single;tertiary;*;705;*;*;cellular;*;*;*;*;-1;0;*;yes
28;*;single;secondary;*;6551;*;*;cellular;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;565;*;*;cellular;*;*;*;*;6;2;*;no
43;*;married;secondary;*;0;*;*;cellular;*;*;*;*;204;5;*;no
64;*;married;unknown;*;2280;*;*;telephone;*;*;*;*;-1;0;*;no
30;*;married;tertiary;*;-340;*;*;telephone;*;*;*;*;-1;0;*;no
33;*;married;primary;*;1064;*;*;cellular;*;*;*;*;330;1;*;no
58;*;married;secondary;*;18;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;married;secondary;*;2931;*;*;unknown;*;*;*;*;-1;0;*;no
42;*;single;secondary;*;1882;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;single;secondary;*;2263;*;*;telephone;*;*;*;*;-1;0;*;yes
39;*;single;tertiary;*;5803;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
43;*;married;tertiary;*;1264;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;married;secondary;*;4480;*;*;telephone;*;*;*;*;-1;0;*;no
31;*;married;tertiary;*;338;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;single;secondary;*;129;*;*;unknown;*;*;*;*;-1;0;*;no
74;*;married;secondary;*;9480;*;*;cellular;*;*;*;*;-1;0;*;yes
48;*;married;unknown;*;2106;*;*;cellular;*;*;*;*;195;1;*;no
51;*;married;unknown;*;-168;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;married;primary;*;259;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;15485;*;*;cellular;*;*;*;*;42;1;*;no
40;*;married;tertiary;*;964;*;*;telephone;*;*;*;*;-1;0;*;no
46;*;married;primary;*;328;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;1304;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;single;tertiary;*;631;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;married;secondary;*;3;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;married;secondary;*;712;*;*;cellular;*;*;*;*;264;5;*;no
37;*;married;secondary;*;1978;*;*;cellular;*;*;*;*;182;1;*;yes
28;*;single;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;yes
51;*;married;primary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;199;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;secondary;*;533;*;*;unknown;*;*;*;*;-1;0;*;no
55;*;divorced;primary;*;29;*;*;unknown;*;*;*;*;-1;0;*;no
57;*;married;primary;*;37;*;*;unknown;*;*;*;*;-1;0;*;no
57;*;married;primary;*;1276;*;*;cellular;*;*;*;*;200;4;*;no
57;*;married;primary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;primary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
55;*;married;primary;*;135;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;single;secondary;*;20;*;*;cellular;*;*;*;*;-1;0;*;no
53;*;married;tertiary;*;1102;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;married;tertiary;*;-1083;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;primary;*;5643;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;divorced;primary;*;-127;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;single;secondary;*;192;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;-32;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;single;secondary;*;551;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;single;secondary;*;375;*;*;unknown;*;*;*;*;594;6;*;no
33;*;married;secondary;*;387;*;*;cellular;*;*;*;*;138;2;*;no
39;*;married;primary;*;118;*;*;cellular;*;*;*;*;-1;0;*;yes
42;*;single;secondary;*;0;*;*;telephone;*;*;*;*;-1;0;*;no
*;*;*;*;*;0;*;*;telephone;*;*;*;*;-1;0;*;no
52;*;divorced;secondary;*;935;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;single;secondary;*;943;*;*;telephone;*;*;*;*;-1;0;*;no
46;*;divorced;tertiary;*;233;*;*;cellular;*;*;*;*;-1;0;*;no
41;*;married;tertiary;*;27696;*;*;cellular;*;*;*;*;104;1;*;yes
31;*;single;tertiary;*;38279;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;divorced;secondary;*;661;*;*;cellular;*;*;*;*;167;3;*;no
31;*;married;secondary;*;671;*;*;cellular;*;*;*;*;175;2;*;no
31;*;single;secondary;*;0;*;*;cellular;*;*;*;*;85;2;*;no
40;*;married;tertiary;*;2487;*;*;cellular;*;*;*;*;-1;0;*;no
48;*;married;primary;*;237;*;*;unknown;*;*;*;*;-1;0;*;no
59;*;divorced;tertiary;*;-869;*;*;cellular;*;*;*;*;-1;0;*;no
55;*;single;primary;*;700;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;divorced;secondary;*;4047;*;*;cellular;*;*;*;*;-1;0;*;yes
33;*;divorced;tertiary;*;188;*;*;unknown;*;*;*;*;-1;0;*;no
26;*;single;unknown;*;-41;*;*;unknown;*;*;*;*;-1;0;*;no
31;*;married;secondary;*;535;*;*;unknown;*;*;*;*;-1;0;*;no
47;*;married;primary;*;0;*;*;telephone;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;-1;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;single;secondary;*;8040;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;single;primary;*;109;*;*;unknown;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;68;*;*;unknown;*;*;*;*;-1;0;*;no
28;*;married;secondary;*;-97;*;*;cellular;*;*;*;*;225;2;*;no
46;*;married;unknown;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
54;*;married;tertiary;*;3020;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;married;secondary;*;8;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;married;primary;*;1470;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;61;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;married;tertiary;*;512;*;*;unknown;*;*;*;*;-1;0;*;no
21;*;single;tertiary;*;2077;*;*;cellular;*;*;*;*;-1;0;*;yes
39;*;married;tertiary;*;12855;*;*;cellular;*;*;*;*;173;1;*;no
29;*;single;tertiary;*;983;*;*;cellular;*;*;*;*;-1;0;*;yes
31;*;married;secondary;*;625;*;*;cellular;*;*;*;*;-1;0;*;no
43;*;married;secondary;*;171;*;*;cellular;*;*;*;*;364;1;*;no
48;*;married;secondary;*;503;*;*;cellular;*;*;*;*;-1;0;*;no
42;*;divorced;secondary;*;108;*;*;cellular;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;4229;*;*;cellular;*;*;*;*;-1;0;*;no
70;*;divorced;primary;*;383;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;single;secondary;*;1114;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;divorced;tertiary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;single;primary;*;49;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;married;primary;*;54;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;divorced;secondary;*;164;*;*;unknown;*;*;*;*;-1;0;*;no
60;*;married;unknown;*;104;*;*;unknown;*;*;*;*;-1;0;*;no
48;*;married;secondary;*;844;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;divorced;primary;*;11;*;*;cellular;*;*;*;*;-1;0;*;yes
31;*;single;secondary;*;4;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;primary;*;435;*;*;unknown;*;*;*;*;-1;0;*;no
54;*;married;tertiary;*;1168;*;*;telephone;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;478;*;*;unknown;*;*;*;*;-1;0;*;no
54;*;married;secondary;*;-932;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;primary;*;623;*;*;cellular;*;*;*;*;-1;0;*;no
57;*;divorced;tertiary;*;8897;*;*;cellular;*;*;*;*;-1;0;*;yes
37;*;single;tertiary;*;1188;*;*;cellular;*;*;*;*;-1;0;*;yes
38;*;single;secondary;*;711;*;*;cellular;*;*;*;*;140;1;*;no
32;*;single;unknown;*;376;*;*;cellular;*;*;*;*;178;3;*;no
32;*;married;tertiary;*;128;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;married;secondary;*;0;*;*;cellular;*;*;*;*;170;2;*;no
49;*;married;secondary;*;1047;*;*;cellular;*;*;*;*;-1;0;*;no
58;*;single;tertiary;*;2094;*;*;cellular;*;*;*;*;-1;0;*;no
23;*;single;secondary;*;431;*;*;cellular;*;*;*;*;186;2;*;yes
45;*;single;secondary;*;143;*;*;unknown;*;*;*;*;-1;0;*;no
43;*;divorced;tertiary;*;1440;*;*;cellular;*;*;*;*;175;1;*;no
53;*;divorced;secondary;*;2687;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;divorced;tertiary;*;1486;*;*;cellular;*;*;*;*;-1;0;*;no
45;*;married;primary;*;132;*;*;cellular;*;*;*;*;-1;0;*;no
59;*;single;secondary;*;181;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;3829;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;single;secondary;*;577;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;single;primary;*;-109;*;*;cellular;*;*;*;*;-1;0;*;yes
54;*;married;secondary;*;2206;*;*;cellular;*;*;*;*;91;4;*;yes
44;*;married;secondary;*;7876;*;*;cellular;*;*;*;*;101;2;*;no
32;*;married;secondary;*;580;*;*;cellular;*;*;*;*;-1;0;*;no
29;*;single;secondary;*;710;*;*;cellular;*;*;*;*;345;2;*;no
37;*;single;tertiary;*;-898;*;*;unknown;*;*;*;*;-1;0;*;no
40;*;single;secondary;*;2040;*;*;cellular;*;*;*;*;350;2;*;yes
34;*;married;unknown;*;98;*;*;cellular;*;*;*;*;-1;0;*;no
36;*;single;secondary;*;50;*;*;telephone;*;*;*;*;-1;0;*;no
33;*;married;tertiary;*;806;*;*;unknown;*;*;*;*;-1;0;*;no
50;*;married;primary;*;1580;*;*;cellular;*;*;*;*;-1;0;*;no
47;*;divorced;tertiary;*;780;*;*;unknown;*;*;*;*;-1;0;*;no
27;*;single;tertiary;*;689;*;*;cellular;*;*;*;*;307;1;*;no
23;*;single;secondary;*;488;*;*;cellular;*;*;*;*;91;3;*;yes
56;*;divorced;secondary;*;389;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;single;secondary;*;-242;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;tertiary;*;795;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;tertiary;*;268;*;*;cellular;*;*;*;*;-1;0;*;no
23;*;married;primary;*;-213;*;*;unknown;*;*;*;*;-1;0;*;no
43;*;married;secondary;*;328;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;married;primary;*;1133;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;single;tertiary;*;4996;*;*;cellular;*;*;*;*;-1;0;*;no
30;*;divorced;primary;*;459;*;*;cellular;*;*;*;*;-1;0;*;yes
33;*;single;tertiary;*;373;*;*;cellular;*;*;*;*;93;1;*;no
35;*;married;primary;*;229;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;1;*;*;unknown;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;505;*;*;cellular;*;*;*;*;-1;0;*;no
53;*;married;tertiary;*;4;*;*;unknown;*;*;*;*;-1;0;*;no
26;*;single;secondary;*;3519;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;329;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;divorced;tertiary;*;777;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;tertiary;*;0;*;*;unknown;*;*;*;*;-1;0;*;no
52;*;married;secondary;*;665;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;single;secondary;*;155;*;*;unknown;*;*;*;*;-1;0;*;no
56;*;married;secondary;*;276;*;*;cellular;*;*;*;*;-1;0;*;no
34;*;single;secondary;*;10;*;*;unknown;*;*;*;*;-1;0;*;no
61;*;married;primary;*;2282;*;*;cellular;*;*;*;*;-1;0;*;no
26;*;single;secondary;*;132;*;*;cellular;*;*;*;*;-1;0;*;yes
32;*;divorced;secondary;*;201;*;*;cellular;*;*;*;*;365;24;*;no
43;*;married;tertiary;*;1188;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;single;secondary;*;2401;*;*;unknown;*;*;*;*;-1;0;*;no
28;*;single;secondary;*;38;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;divorced;secondary;*;-15;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;523;*;*;unknown;*;*;*;*;-1;0;*;no
73;*;married;tertiary;*;1843;*;*;cellular;*;*;*;*;-1;0;*;yes
45;*;married;primary;*;676;*;*;unknown;*;*;*;*;-1;0;*;no
44;*;divorced;tertiary;*;388;*;*;telephone;*;*;*;*;370;2;*;no
45;*;married;unknown;*;13265;*;*;cellular;*;*;*;*;-1;0;*;no
22;*;single;secondary;*;4132;*;*;telephone;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;259;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;3935;*;*;unknown;*;*;*;*;-1;0;*;no
58;*;single;secondary;*;8600;*;*;cellular;*;*;*;*;-1;0;*;no
31;*;single;secondary;*;582;*;*;cellular;*;*;*;*;-1;0;*;yes
37;*;married;secondary;*;4954;*;*;cellular;*;*;*;*;356;3;*;no
49;*;divorced;tertiary;*;1145;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;primary;*;558;*;*;unknown;*;*;*;*;-1;0;*;no
43;*;married;tertiary;*;1158;*;*;telephone;*;*;*;*;342;1;*;no
40;*;married;secondary;*;277;*;*;unknown;*;*;*;*;-1;0;*;no
33;*;single;tertiary;*;49;*;*;cellular;*;*;*;*;-1;0;*;no
35;*;married;secondary;*;304;*;*;unknown;*;*;*;*;-1;0;*;no
53;*;divorced;secondary;*;392;*;*;cellular;*;*;*;*;245;1;*;no
58;*;married;primary;*;2074;*;*;cellular;*;*;*;*;-1;0;*;yes
41;*;single;unknown;*;387;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;single;secondary;*;449;*;*;unknown;*;*;*;*;-1;0;*;no
37;*;married;secondary;*;393;*;*;cellular;*;*;*;*;357;1;*;no
36;*;married;secondary;*;4280;*;*;unknown;*;*;*;*;-1;0;*;no
62;*;married;tertiary;*;2557;*;*;cellular;*;*;*;*;216;7;*;yes
50;*;married;primary;*;377;*;*;unknown;*;*;*;*;-1;0;*;no
49;*;married;secondary;*;687;*;*;cellular;*;*;*;*;-1;0;*;yes
39;*;single;tertiary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;644;*;*;unknown;*;*;*;*;-1;0;*;no
35;*;single;unknown;*;2361;*;*;cellular;*;*;*;*;-1;0;*;no
44;*;married;secondary;*;196;*;*;cellular;*;*;*;*;-1;0;*;no
32;*;single;secondary;*;471;*;*;cellular;*;*;*;*;-1;0;*;yes
30;*;single;secondary;*;20;*;*;cellular;*;*;*;*;340;1;*;no
69;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;divorced;primary;*;112;*;*;cellular;*;*;*;*;-1;0;*;no
39;*;married;secondary;*;0;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;secondary;*;4012;*;*;cellular;*;*;*;*;265;4;*;no
41;*;married;secondary;*;288;*;*;unknown;*;*;*;*;-1;0;*;no
41;*;married;secondary;*;33;*;*;unknown;*;*;*;*;-1;0;*;no
57;*;single;tertiary;*;842;*;*;cellular;*;*;*;*;-1;0;*;yes
31;*;divorced;tertiary;*;256;*;*;cellular;*;*;*;*;-1;0;*;yes
33;*;single;tertiary;*;238;*;*;cellular;*;*;*;*;-1;0;*;no
40;*;married;secondary;*;2073;*;*;unknown;*;*;*;*;-1;0;*;no
45;*;married;secondary;*;2429;*;*;unknown;*;*;*;*;-1;0;*;no
36;*;married;secondary;*;1328;*;*;unknown;*;*;*;*;-1;0;*;no
32;*;married;secondary;*;386;*;*;cellular;*;*;*;*;-1;0;*;no
51;*;divorced;secondary;*;9;*;*;unknown;*;*;*;*;-1;0;*;yes
51;*;divorced;tertiary;*;-202;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;tertiary;*;158;*;*;cellular;*;*;*;*;83;2;*;no
59;*;married;secondary;*;2613;*;*;cellular;*;*;*;*;-1;0;*;no
46;*;married;secondary;*;122;*;*;cellular;*;*;*;*;-1;0;*;no
49;*;married;tertiary;*;4976;*;*;cellular;*;*;*;*;-1;0;*;no
33;*;married;primary;*;3074;*;*;cellular;*;*;*;*;-1;0;*;no
